Tarih,Şimdi
24.10.2014,"86,13"
23.10.2014,"86,83"
22.10.2014,"84,71"
21.10.2014,"86,22"
20.10.2014,"85,40"
17.10.2014,"86,16"
16.10.2014,"84,47"
15.10.2014,"83,78"
14.10.2014,"85,04"
13.10.2014,"88,89"
10.10.2014,"90,21"
09.10.2014,"90,05"
08.10.2014,"91,38"
07.10.2014,"92,11"
06.10.2014,"92,79"
03.10.2014,"92,31"
02.10.2014,"93,42"
01.10.2014,"94,16"
30.09.2014,"94,67"
29.09.2014,"97,20"
26.09.2014,"97,00"
25.09.2014,"97,00"
24.09.2014,"96,95"
23.09.2014,"96,85"
22.09.2014,"96,97"
19.09.2014,"98,39"
18.09.2014,"97,70"
17.09.2014,"98,97"
16.09.2014,"99,05"
15.09.2014,"96,65"
12.09.2014,"97,11"
11.09.2014,"98,08"
10.09.2014,"98,04"
09.09.2014,"99,16"
08.09.2014,"100,20"
05.09.2014,"100,82"
04.09.2014,"101,83"
03.09.2014,"102,77"
02.09.2014,"100,34"
01.09.2014,"102,79"
29.08.2014,"103,19"
28.08.2014,"102,46"
27.08.2014,"102,72"
26.08.2014,"102,50"
25.08.2014,"102,65"
22.08.2014,"102,29"
21.08.2014,"102,63"
20.08.2014,"102,28"
19.08.2014,"101,56"
18.08.2014,"101,60"
15.08.2014,"103,53"
14.08.2014,"102,01"
13.08.2014,"104,28"
12.08.2014,"103,02"
11.08.2014,"104,68"
08.08.2014,"105,02"
07.08.2014,"105,44"
06.08.2014,"104,59"
05.08.2014,"104,61"
04.08.2014,"105,41"
01.08.2014,"104,84"
31.07.2014,"106,02"
30.07.2014,"106,51"
29.07.2014,"107,72"
28.07.2014,"107,57"
25.07.2014,"108,39"
24.07.2014,"107,07"
23.07.2014,"108,03"
22.07.2014,"107,33"
21.07.2014,"107,68"
18.07.2014,"107,24"
17.07.2014,"107,89"
16.07.2014,"105,85"
15.07.2014,"106,02"
14.07.2014,"106,98"
11.07.2014,"106,66"
10.07.2014,"108,67"
09.07.2014,"108,28"
08.07.2014,"108,94"
07.07.2014,"110,24"
04.07.2014,"110,64"
03.07.2014,"111,00"
02.07.2014,"111,24"
01.07.2014,"112,29"
30.06.2014,"112,36"
27.06.2014,"113,30"
26.06.2014,"113,21"
25.06.2014,"114,00"
24.06.2014,"114,46"
23.06.2014,"114,12"
20.06.2014,"114,81"
19.06.2014,"115,06"
18.06.2014,"114,26"
17.06.2014,"113,45"
16.06.2014,"112,94"
13.06.2014,"113,41"
12.06.2014,"113,02"
11.06.2014,"109,95"
10.06.2014,"109,52"
09.06.2014,"109,99"
06.06.2014,"108,61"
05.06.2014,"108,79"
04.06.2014,"108,40"
03.06.2014,"108,82"
02.06.2014,"108,83"
30.05.2014,"109,41"
29.05.2014,"109,97"
28.05.2014,"109,81"
27.05.2014,"110,02"
26.05.2014,"110,32"
23.05.2014,"110,54"
22.05.2014,"110,36"
21.05.2014,"110,55"
20.05.2014,"109,69"
19.05.2014,"109,37"
16.05.2014,"109,75"
15.05.2014,"110,44"
14.05.2014,"110,19"
13.05.2014,"109,24"
12.05.2014,"108,41"
09.05.2014,"107,89"
08.05.2014,"108,04"
07.05.2014,"108,13"
06.05.2014,"107,06"
05.05.2014,"107,72"
02.05.2014,"108,59"
01.05.2014,"107,76"
30.04.2014,"108,07"
29.04.2014,"108,98"
28.04.2014,"108,12"
25.04.2014,"109,58"
24.04.2014,"110,33"
23.04.2014,"109,11"
22.04.2014,"109,27"
21.04.2014,"109,95"
17.04.2014,"109,53"
16.04.2014,"109,60"
15.04.2014,"108,74"
14.04.2014,"109,07"
11.04.2014,"107,33"
10.04.2014,"107,46"
09.04.2014,"107,98"
08.04.2014,"107,67"
07.04.2014,"105,82"
04.04.2014,"106,72"
03.04.2014,"106,15"
02.04.2014,"104,79"
01.04.2014,"105,62"
31.03.2014,"107,76"
28.03.2014,"108,07"
27.03.2014,"107,83"
26.03.2014,"107,03"
25.03.2014,"106,99"
24.03.2014,"106,81"
21.03.2014,"106,92"
20.03.2014,"106,45"
19.03.2014,"105,85"
18.03.2014,"106,79"
17.03.2014,"106,24"
14.03.2014,"108,57"
13.03.2014,"107,39"
12.03.2014,"108,02"
11.03.2014,"108,55"
10.03.2014,"108,08"
07.03.2014,"109,00"
06.03.2014,"108,10"
05.03.2014,"107,76"
04.03.2014,"109,30"
03.03.2014,"111,20"
28.02.2014,"109,07"
27.02.2014,"108,96"
26.02.2014,"109,52"
25.02.2014,"109,51"
24.02.2014,"110,64"
21.02.2014,"109,85"
20.02.2014,"110,30"
19.02.2014,"110,47"
18.02.2014,"110,46"
17.02.2014,"109,18"
14.02.2014,"109,08"
13.02.2014,"108,73"
12.02.2014,"108,79"
11.02.2014,"108,68"
10.02.2014,"108,63"
07.02.2014,"109,57"
06.02.2014,"107,19"
05.02.2014,"106,25"
04.02.2014,"105,78"
03.02.2014,"106,04"
31.01.2014,"106,40"
30.01.2014,"107,95"
29.01.2014,"107,85"
28.01.2014,"107,41"
27.01.2014,"106,69"
24.01.2014,"107,88"
23.01.2014,"107,58"
22.01.2014,"108,27"
21.01.2014,"106,73"
20.01.2014,"106,35"
17.01.2014,"106,48"
16.01.2014,"107,09"
15.01.2014,"107,13"
14.01.2014,"106,39"
13.01.2014,"106,75"
10.01.2014,"107,25"
09.01.2014,"106,39"
08.01.2014,"107,15"
07.01.2014,"107,35"
06.01.2014,"106,73"
03.01.2014,"106,89"
02.01.2014,"107,78"
01.01.2014,"110,92"
